1601584	8
1602057	13
1603080	14
1603086	14
1603539	6
1603543	8
1603544	13
1603549	10
1603550	14
1197017	14
1197512	7
1197633	13
1597573	11
1598094	11
1598675	10
1598709	14
1198551	9
1198802	11
1337005002	8
1337350002	6
1337350004	9
1337360003	12
1340537002	13
1340538005	12
1340543004	8
1340543005	8
1340543011	13
1340545003	12
1341535004	11
1113230	8
1113233	6
1113255	13
1113318	14
1113580	6
1117537	13
1117546	8
1117590	14
1123827	5
1129049	9
1129051	8
1129063	5
1129070	10
1129075	14
1129078	6
1129083	9
1129088	14
1129089	12
1129104	7
1129112	11
1129120	10
1129155	6
1129156	10
1129162	14
1129168	6
1129169	9
1129175	12
1129177	7
1129178	13
1129180	12
1129188	13
1129195	11
1129201	14
1129218	9
1129220	13
1129239	5
1129247	5
1129257	6
1129260	10
1129263	12
1129271	5
1129282	8
1129287	9
1129300	7
1129303	7
1129310	8
1129312	14
1129315	11
1129334	11
1129338	14
1129444	5
1129450	14
1129455	14
1129458	7
1129459	11
1129462	9
1129465	11
1129474	11
1129479	6
1129488	14
1129501	10
1129506	6
1129511	10
1129513	5
1129517	13
1129532	7
1129539	5
1129540	11
1129544	6
1129545	12
1129556	6
1129558	14
1129677	6
1129679	12
1129680	14
1129687	13
1129693	9
1129696	9
1129721	10
1129722	12
1129734	9
1129747	12
1129750	6
1129768	12
1129778	14
1129789	9
1129793	6
1129795	11
1129803	5
1129812	5
1129817	14
1129829	11
1129834	8
1129835	6
1129841	13
1129847	13
1129853	11
1129856	10
1129878	14
1129885	8
1129894	5
1129911	5
1129938	10
1129940	12
1129952	11
1129961	14
1129969	12
1129974	9
1129975	11
1129977	7
1129980	6
1130003	6
1130009	8
1130010	7
1130013	12
1130015	10
1130016	10
1130033	12
1130049	12
1130059	14
1130070	7
1130104	5
1130116	7
1130122	9
1130141	14
1130144	14
1130150	13
1130170	12
1130173	7
1130176	13
1130217	7
1130222	10
1130231	10
1130237	6
1130244	9
1130258	5
1130269	12
1130271	14
1130276	7
1130278	11
1130279	11
1130299	8
1130310	12
1130311	9
1130321	8
1130324	12
1130338	6
1130344	14
1130351	13
1130355	10
1130358	13
1130368	14
1130384	11
1130386	6
1130387	13
1130404	5
1130415	5
1130420	8
1130422	10
1130431	14
1130433	13
1130434	14
1130462	14
1130472	6
1130477	8
1130483	11
1130485	7
1130488	6
1130490	7
1130491	14
1130493	6
1130501	7
1130511	5
1130519	9
1130530	8
1130535	11
1130546	12
1130551	9
1130553	8
1130555	13
1130559	10
1130562	11
1130565	11
1130567	14
1130568	5
1130576	5
1130582	10
1130585	11
1130593	10
1130600	14
1130603	5
1130604	11
1130606	14
1130635	7
1130638	13
1130642	14
1130665	14
1130677	14
1130681	10
1130683	10
1130691	11
1130702	8
1130704	6
1130708	14
1130713	14
1130719	6
1130725	10
1130726	9
1130727	11
1130728	7
1130732	13
1130753	10
1130755	14
1130776	6
1130786	13
1130792	14
1130949	5
1130961	10
1130969	13
1131009	13
1131024	11
1131027	7
1131034	12
1131048	6
1131056	6
1131062	14
1131063	6
1131076	5
1131082	9
1131087	13
1131093	6
1131235	9
1131237	12
1131240	10
1131253	12
1131260	9
1131268	12
1131272	7
1131282	8
1131287	11
1131297	7
1131298	8
1131299	7
1131300	10
1131306	6
1131308	13
1131311	10
1131313	14
1131315	12
1131356	11
1131359	13
1131373	10
1131395	6
1131398	7
1131404	11
1131412	13
1131418	8
1131428	8
1131434	5
1131435	8
1131436	14
1131440	12
1131453	13
1131454	9
1131459	12
1131462	10
1131476	5
1131482	12
1131485	9
1131489	6
1131504	10
1131506	7
1131515	14
1131525	5
1131527	9
1131541	12
1131564	5
1131576	7
1131587	5
1131594	14
1131597	11
1131604	5
1131608	11
1131612	10
1131614	6
1131617	13
1131625	7
1131630	6
1131637	13
1131647	12
1131682	13
1131686	11
1131709	14
1131711	6
1131715	6
1131720	14
1131721	14
1131722	7
1131737	7
1131738	10
1131742	14
1131745	6
1131746	7
1131750	11
1131756	11
1131769	7
1131794	8
1131810	7
1131827	10
1131844	12
1131854	12
1131858	14
1131864	8
1131875	11
1131877	14
1131890	5
1131894	10
1131898	6
1131909	10
1131911	10
1131931	8
1131932	14
1131937	9
1131958	8
1131960	8
1131968	12
1131972	7
1131975	13
1131976	7
1131977	11
1131984	8
1131994	5
120650	8
120695	7
171576	10
182304	7
201000	8
221887	14
221890	13
221906	11
245634	11
255326	14
1204958001	5
1204958004	7
1220644004	9
1220697001	13
1221259004	12
1221261004	9
1608757004	7
1609087002	11
1609111003	10
1609546001	8
1610068004	7
1610114016	11
1610114017	14
1610114018	8
1610130001	13
1610131003	10
1193656001	10
1193724005	14
1612103	14
1612107	11
1613065	8
1613103	14
1613113	5
1132014	8
1132039	6
1132053	12
1132058	11
1132095	13
1132096	12
1132102	6
1132128	6
1132133	10
1132148	12
1132161	13
1132172	12
1132178	6
1132181	13
1132186	10
1132203	9
1132207	13
1132208	7
1132212	10
1132216	8
1132217	7
1132218	8
1132242	7
1132250	13
1132264	6
1132278	6
1132284	8
1132304	11
1132319	6
1132321	11
1132329	11
1132331	8
1132336	7
1132338	14
1132348	5
1132356	11
1132364	10
1132367	11
1132372	8
1132378	7
1132380	8
1132384	6
1132387	5
1132394	13
1132401	12
1132415	14
1132416	7
1132419	8
1132422	13
1132437	9
1132444	8
1132459	14
1132468	11
1132471	6
1132477	13
1132479	9
1132483	8
1132514	5
1132516	8
1132518	14
1132521	8
1132522	12
1132526	9
1132533	13
1132546	12
1132555	13
1132581	9
1132585	12
1132588	9
1132599	14
1132609	11
1132614	6
1132628	9
1132633	10
1132642	7
1132650	5
1132668	7
1132669	9
1132673	6
1132680	14
1132688	11
1132696	11
1132709	11
1132711	13
1132724	12
1132725	9
1132726	12
1132729	11
1132732	5
1132749	8
1132754	10
1132759	14
1132771	9
1132783	12
1132791	5
1132793	6
1132794	5
1132796	9
1132798	11
1132816	7
1132830	13
1132845	14
1132861	10
1132872	7
1132874	5
1132877	10
1132883	5
1132891	14
1132918	10
1132922	14
1132938	9
1132951	5
1132953	12
1132954	14
1132955	12
1132957	6
1132959	7
1132984	6
1132990	9
1132994	13
1133008	7
1133015	5
1133021	11
1133031	13
1133041	12
1133052	12
1133059	7
1133069	9
1133071	5
1133086	13
1133087	7
1133088	6
1133089	8
1133092	11
1133095	6
1133100	11
1133111	6
1133120	12
1133122	12
1133127	8
1133133	9
1133134	6
1133135	11
1133140	13
1133149	8
1133189	8
1133196	5
1133206	12
1133207	14
1133212	10
1133221	14
1133226	7
1133232	9
1133241	7
1133243	6
1133256	11
1133262	11
1133264	12
1133275	11
1133281	5
1133291	8
1133302	8
1133313	6
1133315	14
1133324	11
1133333	10
1133334	11
1133341	14
1133345	11
1133346	9
1133352	9
1133361	12
1133363	8
1133369	6
1133374	11
1133393	11
1133416	8
1133427	11
1133429	11
1133438	12
1133462	7
1133466	7
1133476	12
1133477	9
1133478	5
1133483	9
1133487	13
1133500	5
1133529	9
1133535	12
1133542	11
1133543	10
1133575	5
1133576	13
1133593	8
1133608	6
1133617	12
1133618	8
1133623	12
1133626	5
1133635	12
1133637	9
1133638	10
1133640	8
1133656	11
1133659	11
1133660	14
1133674	12
1133676	14
1133687	12
1133693	9
1133696	14
1133698	14
1133706	8
1133708	9
1133731	9
1133732	12
1133735	14
1133736	14
1133748	5
1133755	8
1133762	8
1133765	9
1133777	12
1133791	8
1133836	12
1133838	14
1133841	6
1133850	9
1133856	8
1133863	12
1133876	6
1133877	6
1133882	6
1133895	5
1133903	14
1133906	13
1133910	11
1133925	7
1133929	5
1133931	6
1133959	7
1133961	14
1133963	8
1133992	6
1134005	6
1134013	14
1134022	12
1134023	12
1134029	7
1134030	6
1134033	6
1134034	11
1134036	6
1134042	13
1134057	6
1134065	7
1134071	9
1134090	9
1134109	6
1134117	14
1134134	11
1134139	14
1134142	6
1134150	13
1134152	10
1134157	14
1134163	12
1134171	14
1134181	12
1134194	10
1134207	13
1134218	7
1134221	14
1134224	9
1134229	10
1134244	9
1134249	8
1134261	9
1134265	6
1134269	5
1134274	5
1134284	7
1134290	6
1134291	10
1134300	10
1134306	7
1134310	9
1134316	10
1134329	10
1134331	5
1134352	12
1134358	7
1134361	6
1134369	7
1134384	5
1134394	13
1134397	13
1134398	6
1134406	6
1134412	13
1134413	9
1134417	11
1134420	5
1134421	7
1134426	11
1134430	11
1134431	6
1134436	9
1134441	7
1134448	7
1134455	7
1134499	10
1134501	12
1134525	7
1134530	9
1134546	6
1134555	6
1134557	10
1134577	9
1134579	5
1134581	5
1134585	10
1134592	7
1134599	14
1134602	12
1134603	14
1134629	5
1134630	13
1134631	11
1134636	11
1134643	8
1134645	13
1134646	6
1134658	6
1134696	7
1134700	12
1134701	14
1134718	8
1134721	5
1577560002	12
1579084001	9
1580279002	11
1580279003	5
1582035002	7
1587035001	8
1591056002	7
1591059004	8
1284044	8
1287037	12
1287078	9
1288538	14
1288539	13
1288540	12
1288545	8
1288551	13
1291166	6
1134730	10
1134731	5
1134735	5
1134741	7
1134750	7
1134755	10
1134763	8
1134769	8
1134785	8
1134789	10
1134791	7
1134806	11
1134811	10
1134815	9
1134818	14
1134823	11
1134856	7
1134859	9
1134870	8
1134878	8
1134884	13
1134890	11
1134901	7
1134903	9
1134905	8
1134908	14
1134916	12
1134925	9
1134933	14
1134937	6
1134950	5
1134954	11
1134955	7
1134958	8
1134959	14
1134975	6
1134984	13
1134987	8
1135002	6
1135009	13
1135020	6
1135033	7
1135044	13
1135049	14
1135064	12
1135069	8
1135073	14
1135081	14
1135082	14
1135094	7
1135111	7
1135123	11
1135126	14
1135138	5
1135139	11
1135149	13
1135166	5
1135177	12
1135183	12
1135198	7
1135200	12
1135216	8
1135221	5
1135226	11
1135228	13
1135233	7
1135239	13
1135242	9
1135248	13
1135253	6
1135254	10
1135258	9
1135293	12
1135296	7
1135307	8
1135311	11
1135313	14
1135315	7
1135331	9
1135346	7
1135351	7
1135364	14
1135369	6
1135389	13
1135595	7
1135634	11
1135638	10
1135693	7
1135734	5
1135736	11
1135753	8
1135765	10
1135767	11
1135775	6
1135776	10
1135784	5
1135792	9
1135804	11
1135817	9
1135825	10
1135829	9
1135842	10
1135843	9
1135848	11
1135857	10
1135862	10
1135864	8
1135876	13
1135884	8
1135896	6
1135902	6
1135926	7
1135927	12
1135933	13
1135936	5
1135938	14
1135941	14
1135944	10
1135949	14
1135952	13
1135957	13
1135980	6
1135990	5
1135998	9
1136005	7
1136039	5
1136041	9
1136044	7
1136068	14
1136071	12
1136089	7
1136094	8
1136098	12
1136105	14
1136106	14
1136133	12
1136135	10
1136141	9
1136144	11
1136859	10
1136860	13
1136869	11
1136871	10
1136881	12
1136901	9
1136903	9
1136904	10
1136922	11
1136946	12
1136948	9
1136955	14
1136963	8
1136970	13
1136971	9
1136977	5
1136979	12
1136984	10
1136989	13
1136994	14
1137009	9
1137020	8
1137021	10
1137032	7
1137550	5
1137555	5
1137572	5
1137581	5
1137584	7
1137589	7
1137593	12
1137599	10
1137606	13
1137612	7
1137616	9
1137619	11
1137626	8
1137653	11
1137668	11
1137669	6
1137670	5
1137686	9
1137688	8
1137690	11
1137695	13
1137707	7
1137727	7
1137738	5
1137748	8
1137765	12
1137776	13
1137785	7
1137802	13
1137807	14
1137846	13
1137858	11
1138013	13
1138015	12
1138026	11
1138034	5
1138052	12
1138081	6
1138084	6
1138085	9
1138110	5
1138123	13
1138131	10
1138140	12
1138143	9
1138148	6
1138155	6
1138164	12
1138180	5
1138190	6
1138266	10
1138377	7
1138379	11
1138391	13
1138401	7
1138406	9
1138468	13
1138490	14
1138492	7
1138499	6
1138501	6
1138503	11
1138511	7
1138531	11
1138532	5
1138533	5
1138537	11
1138566	6
1138570	12
1138585	12
1138586	10
1138594	5
1138600	8
1138607	14
1138614	8
1138622	8
1138626	8
1138643	9
1138644	13
1138654	8
1138674	14
1138677	8
1138687	10
1138697	9
1138699	13
1138709	6
1138712	6
1138720	11
1138735	11
1138736	13
1138748	6
1138780	14
1138785	13
1138795	8
1138800	6
1138805	5
1138808	14
1138810	7
1138816	13
1138824	7
1138827	14
1138831	12
1138836	13
1138839	8
1138847	6
1138852	13
1138854	10
1138877	14
1138881	8
1138885	6
1138899	13
1138909	12
1138923	7
1138934	12
1138940	11
1138941	14
1138954	12
1138975	8
1138978	8
1138994	12
1139007	14
1139019	13
1139031	5
1139047	10
1139048	6
1139050	11
1139055	5
1139060	7
1139061	6
1139065	7
1139068	10
1139084	7
1139091	7
1139113	11
1139118	12
1139126	5
1139137	7
1139145	5
1139152	9
1139158	6
1139163	8
1139181	14
1139191	9
1139204	14
1139229	11
1139240	12
1271871	14
1271967	10
1195869	12
1195874	9
1196055	12
1196078	14
1139243	6
1139251	13
1139253	13
1139254	5
1139261	9
1139262	14
1139266	11
1139280	8
1139282	6
1139310	6
1139314	7
1139316	10
1139327	13
1139337	10
1139338	13
1139350	9
1139356	13
1139369	5
1140102	6
1140103	6
1140123	7
1140147	12
1140166	11
1140176	11
1140178	11
1140183	14
1140198	6
1140206	13
1140227	6
1140383	13
1140393	6
1140415	8
1140416	6
1140421	9
1140423	8
1140425	11
1140426	11
1140428	8
1140434	8
1140440	8
1140444	7
1140454	12
1140459	11
1140461	6
1140465	9
1140469	7
1140470	9
1140473	10
1140485	13
1140500	5
1140502	12
1140507	14
1140523	7
1140886	9
1140893	10
1140896	12
1141855	13
1142559	5
1142569	14
1142682	10
1143055	12
1143069	13
1143103	11
1143131	7
1143171	11
1143186	11
1143206	7
1143207	9
1143209	14
1143221	6
1143224	13
1143234	6
1143245	13
1143248	12
1143264	7
1143274	12
1143281	5
1143289	6
1143290	6
1143295	10
1143298	14
1143322	13
1143328	13
1143329	8
1143335	8
1143341	12
1143348	5
1143349	14
1143351	10
1143742	8
1144193	7
1144198	8
1144208	7
1144215	14
1145037	11
1146093	14
1146094	9
1146107	13
1146108	10
1146111	8
1146245	9
1147045	8
1115035021	11
1274342	12
1607557	13
1607570	14
1607699	12
1607700	7
1607719	11
1607747	12
1527109	7
1532172	13
1532174	14
1532175	13
1098666002	14
1098668001	5
1098674001	10
1098677001	11
1098689001	7
1098690002	7
1098696001	14
1114942003	9
1114945003	13
1114950003	6
1114965009	6
1114630002	10
1114635001	5
1114643001	7
1114650001	11
1114650010	13
1114653001	5
1114656005	9
1114668002	9
1114680003	13
1599129	7
1600715	13
1600719	13
1601159	10
1601164	10
1196466	14
1196499	9
1196526	7
1196571	12
1196662	10
1159643	6
1159807	6
1573540	9
1573546	13
1573563	11
1573564	14
1573571	6
1355108002	8
1355109003	8
1356616001	8
1372539003	10
1399404001	11
1399407003	13
1161627	12
1162133	14
1164719	10
1164748	12
1166229	13
1167070	11
1167536	6
1167537	10
1168916	9
1198984	11
1174320	13
1183730	8
1183750	9
1184501	5
1184636	5
1184637	14
1184654	5
1184674	13
1184675	5
1185541	10
1185547	7
1185564	14
1185579	13
1185591	9
1185593	7
1185600	11
1185608	14
1185610	6
1186925	11
1188179	5
1188221	8
1188258	10
1188265	7
1188273	8
1188277	10
1188300	8
1188709	7
1188811	5
1188891	5
1189297	12
1608682	9
1608688	8
1609115	9
1609174	11
1198359	9
1205043	13
1189433	11
1190902	14
1191766	14
1194628	9
1194693	13
1194696	11
1194772	9
1194777	9
1195185	7
1195204	14
1195680	11
1195682	10
1196174	14
1196300	9
1196831	12
1196899	9
1196926	6
1196937	12
1197825	14
1197900	9
1198095	12
1200118	12
1200465	5
1200470	5
1202378	12
1202400	9
1202411	6
907508008	10
907508017	7
907508037	12
907508042	13
932945048	9
932945062	8
1537119	7
1537126	5
1538041	13
1610179	13
1610196	6
1610198	10
1610554	10
1610557	10
1610611	13
1610643	13
1610654	10
1594540	13
1597163	14
1594556003	9
1594556004	6
1596544003	10
1597158005	8
1597536001	12
1597536002	7
1598036002	8
1598537003	10
1598621001	14
1598621004	8
1598622004	9
1497049	6
1497538	14
1203549	6
1203551	9
1203589	8
1203621	14
1203745	11
1203792	6
1204028	11
1204586	8
1204609	12
1204624	10
1205580	7
1205586	5
1205589	11
1221204	10
1222550	12
1222559	14
1222575	10
1222577	11
1224703	10
1224786	6
1225087	7
1226329	13
1226330	14
1226334	12
1226399	10
1226404	7
1226523	12
1226567	13
1226820	13
1226825	8
1226828	14
1227272	14
1228565	7
1228775	9
1228786	9
1228816	7
1228851	11
1228852	9
1536078004	7
1537120003	7
1537553003	8
1537554008	7
1537554010	10
1537555004	12
1539040011	5
1229934	6
1229935	12
1231781	12
1232173	5
1232189	5
1236028	5
1236528	11
1237523	7
1238533	6
1238841	12
1240048	11
1241049	12
1241058	5
1241060	12
1241062	9
1241066	10
1241069	11
1241083	8
1241093	5
1241099	14
1241100	11
1241107	7
1241110	7
1241117	5
1241122	5
1241125	7
1241137	14
1243006	13
1245124	5
1245129	14
1245130	8
1245133	5
1245142	11
1246926	10
1252246	11
1252274	8
1254678	13
1254704	9
1254901	6
1254904	9
1254912	11
1254979	11
1255210	14
1255622	9
1255627	6
1256111	11
1257608	6
1257610	5
1257864	10
1257867	8
1259498	7
1259510	13
1259523	12
1259527	5
1259866	6
1259869	6
1259877	14
1260166	11
1260408	14
1260412	6
1260413	5
1260535	5
1260536	8
498220005	12
498220007	7
498220012	7
498245005	5
498245007	13
498409004	7
498462008	10
498463002	14
501523011	7
501577001	5
1486454	5
1486455	9
1260992	13
1271039	14
1271042	9
1272661	6
1275328	10
1278042	10
1279089	6
1279313	12
1291223	13
1293035	14
1293749	10
1330086	6
1330089	11
1330091	7
1333154	10
1333161	10
1334074	13
1336998	9
1337008	9
1337013	7
1337323	14
1337334	14
1337368	5
1339578	8
1352437	8
1352652	7
1352656	6
1450966001	8
1450966003	11
1450967004	8
1353049	12
1353059	12
1354247	12
1354385	10
1354390	7
1354467	12
1355043	9
1355150	13
1365046	11
1365051	5
1377545	14
1381041	10
1383570	9
1383590	8
1383592	9
1383595	13
1383607	11
1383613	12
1383618	12
1383650	5
1383657	7
1383659	7
1383674	14
1383679	5
1399059	12
1399071	7
1399087	7
1607996	11
1608149	9
1608152	7
1608156	14
1608160	14
1608263	10
1608283	11
1610613004	10
1610613005	12
1610613007	14
1610616010	5
1610693005	6
1610693022	6
1610694002	11
1610694006	13
1610695004	5
1610695007	14
1610696003	11
1610696004	9
1610696008	12
1610698001	12
1611199001	6
1611201001	6
1612536002	8
1614116002	9
1615146	10
1615151	11
1615372	9
1615433	10
1615435	5
1615809	5
1401159	7
1401164	12
1401171	14
1401181	9
1401344	13
1404829	6
1404838	11
1404849	9
1407620	8
1407647	9
1407648	9
1407655	11
1426881	14
1610854	7
1611091	11
1611096	12
1611099	14
1611107	14
1611108	11
1611112	12
1611247	12
1611252	14
1611665	8
1428913	10
1429920	6
1429921	5
1430846	13
1617100	8
1617263	9
1617266	10
1617307	11
1617310	12
1617336	10
1617347	14
1617379	10
1617395	14
1617677	8
1609713	7
1609733	8
1609741	8
1609792	8
1432467	6
1434262	5
1434710	12
1436063	14
1436065	12
1188435	13
1188453	7
1188464	8
1188563	6
1188566	8
1188568	7
1436798	9
1436916	8
1436973	10
1437230	8
1437299	12
1437645	13
1437830	12
1441144	7
1441146	11
1189016	8
1189047	7
1189126	13
1189137	8
1189198	5
1448719	10
1449343	8
1449353	10
1451382	14
1451535	6
1451541	7
1452270	5
1614666004	11
1614666006	9
1614674001	12
1614675002	11
1615371002	7
1615371003	13
1615761003	9
1510036	7
1510038	6
1510040	10
1510042	13
1512574	13
1512578	7
1512579	5
1512580	8
1514058	12
1454758	7
1454780	6
1454794	5
1454798	10
1455886	10
1455909	7
1455914	11
1455918	6
1456082	11
1456085	5
1456090	10
1460673	11
1461183	14
1485753002	9
1486452002	9
1486456006	13
1486456012	13
1476862002	14
1461544	5
1465555	10
1465556	8
1471980	13
1472390	14
1474154	14
1474164	8
1618865	5
1619002	10
1619008	10
1619118	7
1619689	6
1115301002	5
1115309002	7
1115309004	12
1115313002	9
1115318003	6
1115319001	9
1115330001	8
1474320	13
1474353	7
1474386	7
1474443	10
1477653	7
1477658	8
1477659	6
1477669	7
1479799	14
1479808	5
1479809	14
1479877	10
1482814	14
1482815	9
1482818	10
1484230	14
1484260	8
1484270	11
1484350	11
274655	7
276461	11
276976	6
276981	13
294298	9
1484468	11
1484481	9
1486266	8
1486271	10
1486345	11
1495061	6
1495631	7
1495665	8
1496535	11
1499556	6
1506104	8
1508035	7
1527037	8
1527043	12
1527044	11
1527045	12
1534564	5
1534566	14
1535045	14
1535055	14
1536049	5
1536093	6
1540055	7
1540056	10
1540057	11
1540062	14
1540064	14
1540066	5
1543475	7
1544088	8
1544554	12
1544582	9
1548656	11
1555064	11
1557080	5
1557100	14
1557137	9
1557156	9
1557157	11
1557697	10
1563052	6
1563053	8
1563055	13
1563057	7
1114799001	7
1114799003	7
1114800004	11
1114808002	8
1114808005	11
1114809001	10
1114810002	6
1114812001	11
1114812002	7
1114819003	5
1575540	14
1578059	8
501625010	8
501626003	7
501626005	10
501626008	14
541884004	9
636546001	5
660564003	12
682057006	7
756177002	12
932945068	9
932945070	6
936540003	13
951612002	7
951801004	7
975690001	7
975690003	7
983655002	8
992225001	12
992226006	7
992226010	7
992227001	8
992227004	13
992227009	13
1098610001	8
1098615005	9
1098619001	6
1098626002	12
1098632002	9
1098638001	8
1098642001	11
1098646005	12
1098646006	14
1098649002	14
1098698005	11
1098701003	13
1098701006	14
1098703003	10
1098705001	8
1098711001	12
1098721001	14
1098721009	13
1098725006	5
1098770001	6
1098790003	9
1098798002	10
1098798003	14
1098798005	11
1098798007	14
1098798014	8
1098802001	9
1098803002	14
1098805002	11
1098835005	14
1098838001	13
1098840003	11
1098847007	13
1098848001	9
1098858002	7
1098862005	8
1098862007	13
1098895001	12
1098903003	10
1098903007	7
1098903009	11
1098906001	5
1098913001	14
1098922002	13
1098950001	12
1098954004	11
1098955002	5
1098957004	6
1098962001	7
1098963001	12
1098969008	8
1098973002	11
1098974004	14
1099013003	13
1099014002	10
1099026003	8
1099026004	13
1099028004	11
1099028005	11
1113683001	6
1113697002	8
1113707001	10
1113709006	9
1113716001	13
1113717004	8
1113717006	13
1113728002	7
1113738002	13
1113739002	7
1113813001	14
1113814001	5
1113827002	10
1113829002	14
1113836002	5
1113839004	14
1113841002	6
1113869005	7
1113875003	14
1113877002	13
1544620008	6
1544620012	6
1550043013	13
1550045008	11
1550045013	10
1115563005	12
1115563007	8
1115563013	5
1115572003	11
1115574003	5
1115576001	13
1115576009	10
1115576011	6
1115577013	7
1098930003	5
1615839	5
1615845	5
1615847	14
1615855	7
1615879	11
1615882	14
1615883	11
1615906	5
1616035	12
1620227	6
1620230	12
1620233	8
1620238	13
1620267	6
1620271	13
1621072	8
1621169	10
1228567	14
1228568	9
1113633002	7
1113639002	11
1113654002	5
1113663003	13
1113665003	9
1113670004	10
1113679002	9
1113891001	12
1113898002	12
1113898003	5
1113906002	9
1113921004	5
1113922002	6
1113929003	11
1113933001	14
1113935002	7
1113942002	10
1113946002	6
1113947001	13
1113950001	5
1113952004	11
1113955001	8
1113970001	13
1113976001	7
1113992009	9
1113994004	11
1114006002	10
1114007001	12
1114013006	10
1114014004	11
1114019001	10
1114022002	6
1114022003	6
1114056022	7
1114058001	6
1114062003	10
1114063001	11
